payor_plan,variant_count,row_count
CAREMARK PLAN 0339,1,1
CAREMARK PLAN 0340,1,1
CAREMARK PLAN 0341,1,1
CAREMARK PLAN 0346,1,1
CAREMARK PLAN 0348,1,1
CAREMARK PLAN 0349,1,1
CAREMARK PLAN 0351,1,1
CAREMARK PLAN 0354,1,1
CAREMARK PLAN 0355,1,1
CAREMARK PLAN 0356,1,1
CAREMARK PLAN 0357,1,1
CAREMARK PLAN 0358,1,1
CAREMARK PLAN 0359,1,1
CAREMARK PLAN 0360,1,1
CAREMARK PLAN 0361,1,1
CAREMARK PLAN 0363,1,1
CAREMARK PLAN 0364,1,1
CAREMARK PLAN 0365,1,1
CAREMARK PLAN 0366,1,1
CAREMARK PLAN 0367,1,1
CAREMARK PLAN 0374,1,1
CAREMARK PLAN 0375,1,1
CAREMARK PLAN 0376,1,1
CAREMARK PLAN 0377,1,1
CAREMARK PLAN 0378,1,1
CAREMARK PLAN 0379,1,1
CAREMARK PLAN 0380,1,1
CAREMARK PLAN 0381,1,1
CAREMARK PLAN 0382,1,1
CAREMARK PLAN 0384,1,1
CAREMARK PLAN 0385,1,1
CAREMARK PLAN 0387,1,1
CAREMARK PLAN 0388,1,1
CAREMARK PLAN 0389,1,1
CAREMARK PLAN 0390,1,1
CAREMARK PLAN 0391,1,1
CAREMARK PLAN 0392,1,1
CAREMARK PLAN 0395,1,1
CAREMARK PLAN 0396,1,1
CAREMARK PLAN 0397,1,1
CAREMARK PLAN 0398,1,1
CAREMARK PLAN 0400,1,1
CAREMARK PLAN 0402,1,1
CAREMARK PLAN 0403,1,1
CAREMARK PLAN 0405,1,1
CAREMARK PLAN 0409,1,1
CAREMARK PLAN 0410,1,1
CAREMARK PLAN 0411,1,1
CAREMARK PLAN 0412,1,1
CAREMARK PLAN 0413,1,1
CAREMARK PLAN 0414,1,1
CAREMARK PLAN 0416,1,1
CAREMARK PLAN 0417,1,1
CAREMARK PLAN 0418,1,1
CAREMARK PLAN 0419,1,1
CAREMARK PLAN 0421,1,1
CAREMARK PLAN 0422,1,1
CAREMARK PLAN 0423,1,1
CAREMARK PLAN 0424,1,1
CAREMARK PLAN 0426,1,1
CAREMARK PLAN 0427,1,1
CAREMARK PLAN 0428,1,1
CAREMARK PLAN 0429,1,1
CAREMARK PLAN 0432,1,1
CAREMARK PLAN 0434,1,1
CAREMARK PLAN 0435,1,1
CAREMARK PLAN 0436,1,1
CAREMARK PLAN 0437,1,1
CAREMARK PLAN 0438,1,1
CAREMARK PLAN 0440,1,1
CAREMARK PLAN 0443,1,1
CAREMARK PLAN 0444,1,1
CAREMARK PLAN 0445,1,1
CAREMARK PLAN 0446,1,1
CAREMARK PLAN 0448,1,1
CAREMARK PLAN 0449,1,1
CAREMARK PLAN 0451,1,1
CAREMARK PLAN 0453,1,1
CAREMARK PLAN 0454,1,1
CAREMARK PLAN 0456,1,1
CAREMARK PLAN 0457,1,1
CAREMARK PLAN 0458,1,1
CAREMARK PLAN 0459,1,1
CAREMARK PLAN 0461,1,1
CAREMARK PLAN 0462,1,1
CAREMARK PLAN 0463,1,1
CAREMARK PLAN 0467,1,1
CAREMARK PLAN 0473,1,1
CAREMARK PLAN 0474,1,1
CAREMARK PLAN 0483,1,1
CAREMARK PLAN 0484,1,1
CAREMARK PLAN 0485,1,1
CAREMARK PLAN 0486,1,1
CAREMARK PLAN 0487,1,1
CAREMARK PLAN 0488,1,1
CAREMARK PLAN 0489,1,1
CAREMARK PLAN 0491,1,1
CAREMARK PLAN 0492,1,1
CAREMARK PLAN 0493,1,1
CAREMARK PLAN 0494,1,1
CAREMARK PLAN 0495,1,1
CAREMARK PLAN 0496,1,1
CAREMARK PLAN 0497,1,1
CAREMARK PLAN 0498,1,1
CAREMARK PLAN 0499,1,1
CAREMARK PLAN 0500,1,1
CAREMARK PLAN 0501,1,1
CAREMARK PLAN 0502,1,1
CAREMARK PLAN 0503,1,1
CAREMARK PLAN 0504,1,1
CAREMARK PLAN 0505,1,1
CAREMARK PLAN 0506,1,1
CAREMARK PLAN 0507,1,1
CAREMARK PLAN 0508,1,1
CAREMARK PLAN 0509,1,1
CAREMARK PLAN 0510,1,1
CAREMARK PLAN 0511,1,1
CAREMARK PLAN 0512,1,1
CAREMARK PLAN 0513,1,1
CAREMARK PLAN 0514,1,1
CAREMARK PLAN 0515,1,1
CAREMARK PLAN 0516,1,1
CAREMARK PLAN 0517,1,1
CAREMARK PLAN 0518,1,1
CAREMARK PLAN 0519,1,1
CAREMARK PLAN 0520,1,1
CAREMARK PLAN 0521,1,1
CAREMARK PLAN 0522,1,1
CAREMARK PLAN 0523,1,1
CAREMARK PLAN 0524,1,1
CAREMARK PLAN 0525,1,1
CAREMARK PLAN 0526,1,1
CAREMARK PLAN 0527,1,1
CAREMARK PLAN 0528,1,1
CAREMARK PLAN 0529,1,1
CAREMARK PLAN 0530,1,1
CAREMARK PLAN 0531,1,1
CAREMARK PLAN 0532,1,1
CAREMARK PLAN 0533,1,1
CAREMARK PLAN 0534,1,1
CAREMARK PLAN 0535,1,1
CAREMARK PLAN 0536,1,1
CAREMARK PLAN 0537,1,1
CAREMARK PLAN 0538,1,1
CAREMARK PLAN 0539,1,1
CAREMARK PLAN 0540,1,1
CAREMARK PLAN 0541,1,1
CAREMARK PLAN 0542,1,1
CAREMARK PLAN 0543,1,1
CAREMARK PLAN 0544,1,1
CAREMARK PLAN 0545,1,1
CAREMARK PLAN 0546,1,1
CAREMARK PLAN 0547,1,1
CAREMARK PLAN 0548,1,1
CAREMARK PLAN 0549,1,1
CAREMARK PLAN 0550,1,1
CAREMARK PLAN 0551,1,1
CAREMARK PLAN 0552,1,1
CAREMARK PLAN 0553,1,1
CAREMARK PLAN 0554,1,1
CAREMARK PLAN 0555,1,1
CAREMARK PLAN 0556,1,1
CAREMARK PLAN 0557,1,1
CAREMARK PLAN 0558,1,1
CAREMARK PLAN 0559,1,1
CAREMARK PLAN 0560,1,1
CAREMARK PLAN 0561,1,1
CAREMARK PLAN 0562,1,1
CAREMARK PLAN 0563,1,1
CAREMARK PLAN 0564,1,1
CAREMARK PLAN 0565,1,1
CAREMARK PLAN 0566,1,1
CAREMARK PLAN 0567,1,1
CAREMARK PLAN 0568,1,1
CAREMARK PLAN 0569,1,1
CAREMARK PLAN 0570,1,1
CAREMARK PLAN 0571,1,1
CAREMARK PLAN 0572,1,1
CAREMARK PLAN 0573,1,1
CAREMARK PLAN 0574,1,1
CAREMARK PLAN 0575,1,1
CAREMARK PLAN 0576,1,1
CAREMARK PLAN 0577,1,1
CAREMARK PLAN 0578,1,1
CAREMARK PLAN 0579,1,1
CAREMARK PLAN 0580,1,1
CAREMARK PLAN 0581,1,1
CAREMARK PLAN 0583,1,1
CAREMARK PLAN 0584,1,1
CAREMARK PLAN 0585,1,1
CAREMARK PLAN 0586,1,1
CAREMARK PLAN 0587,1,1
CAREMARK PLAN 0588,1,1
CAREMARK PLAN 0589,1,1
CAREMARK PLAN 0590,1,1
CAREMARK PLAN 0591,1,1
CAREMARK PLAN 0592,1,1
CAREMARK PLAN 0593,1,1
CAREMARK PLAN 0594,1,1
CAREMARK PLAN 0595,1,1
CAREMARK PLAN 0596,1,1
CAREMARK PLAN 0597,1,1
CAREMARK PLAN 0598,1,1
CAREMARK PLAN 0599,1,1
CAREMARK PLAN 0600,1,1
CAREMARK PLAN 0601,1,1
CAREMARK PLAN 0602,1,1
CAREMARK PLAN 0603,1,1
CAREMARK PLAN 0604,1,1
CAREMARK PLAN 0605,1,1
CAREMARK PLAN 0606,1,1
CAREMARK PLAN 0607,1,1
CAREMARK PLAN 0608,1,1
CAREMARK PLAN 0609,1,1
CAREMARK PLAN 0610,1,1
CAREMARK PLAN 0611,1,1
CAREMARK PLAN 0612,1,1
CAREMARK PLAN 0613,1,1
CAREMARK PLAN 0614,1,1
CAREMARK PLAN 0615,1,1
CAREMARK PLAN 0616,1,1
CAREMARK PLAN 0617,1,1
CAREMARK PLAN 0618,1,1
CAREMARK PLAN 0619,1,1
CAREMARK PLAN 0620,1,1
CAREMARK PLAN 0621,1,1
CAREMARK PLAN 0622,1,1
CAREMARK PLAN 0623,1,1
CAREMARK PLAN 0624,1,1
CAREMARK PLAN 0625,1,1
CAREMARK PLAN 0626,1,1
CAREMARK PLAN 0627,1,1
CAREMARK PLAN 0628,1,1
CAREMARK PLAN 0629,1,1
CAREMARK PLAN 0630,1,1
CAREMARK PLAN 0631,1,1
CAREMARK PLAN 0632,1,1
CAREMARK PLAN 0633,1,1
CAREMARK PLAN 0634,1,1
CAREMARK PLAN 0635,1,1
CAREMARK PLAN 0636,1,1
CAREMARK PLAN 0637,1,1
CAREMARK PLAN 0638,1,1
CAREMARK PLAN 0639,1,1
CAREMARK PLAN 0640,1,1
CAREMARK PLAN 0641,1,1
CAREMARK PLAN 0642,1,1
CAREMARK PLAN 0643,1,1
CAREMARK PLAN 0644,1,1
CAREMARK PLAN 0645,1,1
CAREMARK PLAN 0646,1,1
CAREMARK PLAN 0647,1,1
CAREMARK PLAN 0648,1,1
CAREMARK PLAN 0649,1,1
CAREMARK PLAN 0650,1,1
CAREMARK PLAN 0651,1,1
CAREMARK PLAN 0652,1,1
CAREMARK PLAN 0653,1,1
CAREMARK PLAN 0654,1,1
CAREMARK PLAN 0655,1,1
CAREMARK PLAN 0656,1,1
CAREMARK PLAN 0657,1,1
CAREMARK PLAN 0658,1,1
CAREMARK PLAN 0659,1,1
CAREMARK PLAN 0660,1,1
CAREMARK PLAN 0661,1,1
CAREMARK PLAN 0662,1,1
CAREMARK PLAN 0663,1,1
CAREMARK PLAN 0664,1,1
CAREMARK PLAN 0665,1,1
CAREMARK PLAN 0666,1,1
CAREMARK PLAN 0667,1,1
CAREMARK PLAN 0668,1,1
CAREMARK PLAN 0669,1,1
CAREMARK PLAN 0670,1,1
CAREMARK PLAN 0671,1,1
CAREMARK PLAN 0672,1,1
CAREMARK PLAN 0673,1,1
CAREMARK PLAN 0674,1,1
CAREMARK PLAN 0675,1,1
CAREMARK PLAN 0676,1,1
CAREMARK PLAN 0677,1,1
CAREMARK PLAN 0678,1,1
CAREMARK PLAN 0679,1,1
CAREMARK PLAN 0680,1,1
CAREMARK PLAN 0681,1,1
CAREMARK PLAN 0682,1,1
CAREMARK PLAN 0683,1,1
CAREMARK PLAN 0684,1,1
CAREMARK PLAN 0685,1,1
CAREMARK PLAN 0686,1,1
CAREMARK PLAN 0687,1,1
CAREMARK PLAN 0688,1,1
CAREMARK PLAN 0689,1,1
CAREMARK PLAN 0690,1,1
CAREMARK PLAN 0691,1,1
CAREMARK PLAN 0692,1,1
CAREMARK PLAN 0693,1,1
CAREMARK PLAN 0694,1,1
CAREMARK PLAN 0695,1,1
CAREMARK PLAN 0696,1,1
CAREMARK PLAN 0697,1,1
CAREMARK PLAN 0698,1,1
CAREMARK PLAN 0699,1,1
CAREMARK PLAN 0700,1,1
CAREMARK PLAN 0701,1,1
CAREMARK PLAN 0702,1,1
CAREMARK PLAN 0703,1,1
CAREMARK PLAN 0704,1,1
CAREMARK PLAN 0705,1,1
CAREMARK PLAN 0706,1,1
CAREMARK PLAN 0707,1,1
CAREMARK PLAN 0708,1,1
CAREMARK PLAN 0709,1,1
CAREMARK PLAN 0710,1,1
CAREMARK PLAN 0711,1,1
CAREMARK PLAN 0712,1,1
CAREMARK PLAN 0713,1,1
CAREMARK PLAN 0714,1,1
CAREMARK PLAN 0715,1,1
CAREMARK PLAN 0716,1,1
CAREMARK PLAN 0717,1,1
CAREMARK PLAN 0718,1,1
CAREMARK PLAN 0719,1,1
CAREMARK PLAN 0720,1,1
CAREMARK PLAN 0721,1,1
CAREMARK PLAN 0722,1,1
CAREMARK PLAN 0723,1,1
CAREMARK PLAN 0724,1,1
CAREMARK PLAN 0725,1,1
CAREMARK PLAN 0726,1,1
CAREMARK PLAN 0727,1,1
CAREMARK PLAN 0728,1,1
CAREMARK PLAN 0729,1,1
CAREMARK PLAN 0730,1,1
CAREMARK PLAN 0731,1,1
CAREMARK PLAN 0732,1,1
CAREMARK PLAN 0733,1,1
CAREMARK PLAN 0734,1,1
CAREMARK PLAN 0735,1,1
CAREMARK PLAN 0736,1,1
CAREMARK PLAN 0737,1,1
CAREMARK PLAN 0738,1,1
CAREMARK PLAN 0739,1,1
CAREMARK PLAN 0740,1,1
CAREMARK PLAN 0741,1,1
CAREMARK PLAN 0742,1,1
CAREMARK PLAN 0743,1,1
CAREMARK PLAN 0744,1,1
CAREMARK PLAN 0745,1,1
CAREMARK PLAN 0746,1,1
CAREMARK PLAN 0747,1,1
CAREMARK PLAN 0748,1,1
CAREMARK PLAN 0749,1,1
CAREMARK PLAN 0750,1,1
CAREMARK PLAN 0751,1,1
CAREMARK PLAN 0752,1,1
CAREMARK PLAN 0753,1,1
CAREMARK PLAN 0754,1,1
CAREMARK PLAN 0755,1,1
CAREMARK PLAN 0756,1,1
CAREMARK PLAN 0757,1,1
CAREMARK PLAN 0758,1,1
CAREMARK PLAN 0759,1,1
CAREMARK PLAN 0760,1,1
CAREMARK PLAN 0761,1,1
CAREMARK PLAN 0762,1,1
CAREMARK PLAN 0763,1,1
CAREMARK PLAN 0764,1,1
CAREMARK PLAN 0765,1,1
CAREMARK PLAN 0766,1,1
CAREMARK PLAN 0767,1,1
CAREMARK PLAN 0768,1,1
CAREMARK PLAN 0769,1,1
CAREMARK PLAN 0770,1,1
CAREMARK PLAN 0771,1,1
CAREMARK PLAN 0772,1,1
CAREMARK PLAN 0773,1,1
CAREMARK PLAN 0774,1,1
CAREMARK PLAN 0775,1,1
CAREMARK PLAN 0776,1,1
CAREMARK PLAN 0777,1,1
CAREMARK PLAN 0778,1,1
CAREMARK PLAN 0779,1,1
CAREMARK PLAN 0780,1,1
CAREMARK PLAN 0781,1,1
CAREMARK PLAN 0782,1,1
CAREMARK PLAN 0783,1,1
CAREMARK PLAN 0784,1,1
CAREMARK PLAN 0785,1,1
CAREMARK PLAN 0786,1,1
CAREMARK PLAN 0787,1,1
CAREMARK PLAN 0788,1,1
CAREMARK PLAN 0789,1,1
CAREMARK PLAN 0790,1,1
CAREMARK PLAN 0791,1,1
CAREMARK PLAN 0792,1,1
CAREMARK PLAN 0793,1,1
CAREMARK PLAN 0794,1,1
CAREMARK PLAN 0795,1,1
CAREMARK PLAN 0796,1,1
CAREMARK PLAN 0797,1,1
CAREMARK PLAN 0798,1,1
CAREMARK PLAN 0799,1,1
CAREMARK PLAN 0800,1,1
CAREMARK PLAN 0801,1,1
CAREMARK PLAN 0802,1,1
CAREMARK PLAN 0803,1,1
CAREMARK PLAN 0804,1,1
CAREMARK PLAN 0805,1,1
CAREMARK PLAN 0806,1,1
CAREMARK PLAN 0807,1,1
CAREMARK PLAN 0808,1,1
CAREMARK PLAN 0810,1,1
CAREMARK PLAN 0811,1,1
CAREMARK PLAN 0812,1,1
CAREMARK PLAN 0813,1,1
CAREMARK PLAN 0814,1,1
CAREMARK PLAN 0815,1,1
CAREMARK PLAN 0816,1,1
CAREMARK PLAN 0817,1,1
CAREMARK PLAN 0818,1,1
CAREMARK PLAN 0819,1,1
CAREMARK PLAN 0820,1,1
CAREMARK PLAN 0821,1,1
CAREMARK PLAN 0822,1,1
CAREMARK PLAN 0823,1,1
CAREMARK PLAN 0824,1,1
CAREMARK PLAN 0825,1,1
CAREMARK PLAN 0826,1,1
CAREMARK PLAN 0827,1,1
CAREMARK PLAN 0828,1,1
CAREMARK PLAN 0829,1,1
CAREMARK PLAN 0830,1,1
CAREMARK PLAN 0831,1,1
CAREMARK PLAN 0832,1,1
CAREMARK PLAN 0833,1,1
CAREMARK PLAN 0834,1,1
CAREMARK PLAN 0835,1,1
CAREMARK PLAN 0836,1,1
CAREMARK PLAN 0837,1,1
CAREMARK PLAN 0838,1,1
CAREMARK PLAN 0839,1,1
CAREMARK PLAN 0840,1,1
CAREMARK PLAN 0841,1,1
CAREMARK PLAN 0842,1,1
CAREMARK PLAN 0843,1,1
CAREMARK PLAN 0844,1,1
CAREMARK PLAN 0845,1,1
CAREMARK PLAN 0846,1,1
CAREMARK PLAN 0847,1,1
CAREMARK PLAN 0848,1,1
CAREMARK PLAN 0849,1,1
CAREMARK PLAN 0850,1,1
CAREMARK PLAN 0851,1,1
CAREMARK PLAN 0852,1,1
CAREMARK PLAN 0853,1,1
CAREMARK PLAN 0854,1,1
CAREMARK PLAN 0855,1,1
CAREMARK PLAN 0856,1,1
CAREMARK PLAN 0857,1,1
CAREMARK PLAN 0858,1,1
CAREMARK PLAN 0859,1,1
CAREMARK PLAN 0860,1,1
CAREMARK PLAN 0861,1,1
CAREMARK PLAN 0862,1,1
CAREMARK PLAN 0863,1,1
CAREMARK PLAN 0864,1,1
CAREMARK PLAN 0865,1,1
CAREMARK PLAN 0866,1,1
CAREMARK PLAN 0867,1,1
CAREMARK PLAN 0868,1,1
CAREMARK PLAN 0869,1,1
CAREMARK PLAN 0870,1,1
CAREMARK PLAN 0871,1,1
CAREMARK PLAN 0872,1,1
CAREMARK PLAN 0873,1,1
CAREMARK PLAN 0874,1,1
CAREMARK PLAN 0875,1,1
CAREMARK PLAN 0876,1,1
CAREMARK PLAN 0877,1,1
CAREMARK PLAN 0878,1,1
CAREMARK PLAN 0879,1,1
CAREMARK PLAN 0880,1,1
CAREMARK PLAN 0881,1,1
CAREMARK PLAN 0882,1,1
CAREMARK PLAN 0883,1,1
CAREMARK PLAN 0884,1,1
CAREMARK PLAN 0885,1,1
CAREMARK PLAN 0886,1,1
CAREMARK PLAN 0887,1,1
CAREMARK PLAN 0888,1,1
CAREMARK PLAN 0889,1,1
CAREMARK PLAN 0890,1,1
CAREMARK PLAN 0891,1,1
CAREMARK PLAN 0892,1,1
CAREMARK PLAN 0893,1,1
CAREMARK PLAN 0894,1,1
CAREMARK PLAN 0895,1,1
CAREMARK PLAN 0896,1,1
CAREMARK PLAN 0897,1,1
CAREMARK PLAN 0898,1,1
CAREMARK PLAN 0899,1,1
CAREMARK PLAN 0900,1,1
CAREMARK PLAN 0901,1,1
CAREMARK PLAN 0902,1,1
CAREMARK PLAN 0903,1,1
CAREMARK PLAN 0904,1,1
CAREMARK PLAN 0905,1,1
CAREMARK PLAN 0906,1,1
CAREMARK PLAN 0916,1,1
CAREMARK PLAN 0917,1,1
CAREMARK PLAN 0918,1,1
CAREMARK PLAN 0919,1,1
CAREMARK PLAN 0920,1,1
CAREMARK PLAN 0921,1,1
CAREMARK PLAN 0922,1,1
CAREMARK PLAN 0923,1,1
CAREMARK PLAN 0924,1,1
CAREMARK PLAN 0925,1,1
CAREMARK PLAN 0928,1,1
CAREMARK PLAN 0929,1,1
CAREMARK PLAN 0930,1,1
CAREMARK PLAN 0931,1,1
CAREMARK PLAN 0932,1,1
CAREMARK PLAN 0933,1,1
CAREMARK PLAN 0934,1,1
CAREMARK PLAN 0935,1,1
CAREMARK PLAN 0936,1,1
CAREMARK PLAN 0937,1,1
CAREMARK PLAN 0938,1,1
CAREMARK PLAN 0939,1,1
CAREMARK PLAN 0940,1,1
CAREMARK PLAN 0941,1,1
CAREMARK PLAN 0942,1,1
CAREMARK PLAN 0943,1,1
CAREMARK PLAN 0944,1,1
CAREMARK PLAN 0945,1,1
CAREMARK PLAN 0946,1,1
CAREMARK PLAN 0947,1,1
CAREMARK PLAN 0948,1,1
CAREMARK PLAN 0949,1,1
CAREMARK PLAN 0950,1,1
CAREMARK PLAN 0951,1,1
CAREMARK PLAN 0952,1,1
CAREMARK PLAN 0953,1,1
CAREMARK PLAN 0954,1,1
CAREMARK PLAN 0955,1,1
CAREMARK PLAN 0956,1,1
CAREMARK PLAN 0957,1,1
CAREMARK PLAN 0958,1,1
CAREMARK PLAN 0959,1,1
CAREMARK PLAN 0960,1,1
CAREMARK PLAN 0961,1,1
CAREMARK PLAN 0962,1,1
CAREMARK PLAN 0963,1,1
CAREMARK PLAN 0964,1,1
CAREMARK PLAN 0965,1,1
CAREMARK PLAN 0966,1,1
CAREMARK PLAN 0967,1,1
CAREMARK PLAN 0968,1,1
CAREMARK PLAN 0969,1,1
CAREMARK PLAN 0970,1,1
CAREMARK PLAN 0971,1,1
CAREMARK PLAN 0972,1,1
CAREMARK PLAN 0973,1,1
CAREMARK PLAN 0974,1,1
CAREMARK PLAN 0975,1,1
CAREMARK PLAN 0977,1,1
CAREMARK PLAN 0978,1,1
CAREMARK PLAN 0979,1,1
CAREMARK PLAN 0980,1,1
CAREMARK PLAN 0981,1,1
CAREMARK PLAN 0982,1,1
CAREMARK PLAN 0983,1,1
CAREMARK PLAN 0984,1,1
CAREMARK PLAN 0985,1,1
CAREMARK PLAN 0986,1,1
CAREMARK PLAN 0987,1,1
CAREMARK PLAN 0988,1,1
CAREMARK PLAN 0989,1,1
CAREMARK PLAN 0990,1,1
CAREMARK PLAN 0991,1,1
CAREMARK PLAN 0992,1,1
CAREMARK PLAN 0993,1,1
CAREMARK PLAN 0994,1,1
CAREMARK PLAN 0995,1,1
CAREMARK PLAN 0996,1,1
CAREMARK PLAN 0997,1,1
CAREMARK PLAN 0998,1,1
CAREMARK PLAN 0999,1,1
CAREMARK PLAN 1000,1,1
CAREMARK PLAN 1001,1,1
CAREMARK PLAN 1003,1,1
CAREMARK PLAN 1004,1,1
CAREMARK PLAN 1005,1,1
CAREMARK PLAN 1006,1,1
CAREMARK PLAN 1007,1,1
CAREMARK PLAN 1008,1,1
CAREMARK PLAN 1009,1,1
CAREMARK PLAN 1010,1,1
CAREMARK PLAN 1011,1,1
CAREMARK PLAN 1012,1,1
CAREMARK PLAN 1013,1,1
CAREMARK PLAN 1014,1,1
CAREMARK PLAN 1015,1,1
CAREMARK PLAN 1016,1,1
CAREMARK PLAN 1017,1,1
CAREMARK PLAN 1018,1,1
CAREMARK PLAN 1019,1,1
CAREMARK PLAN 1020,1,1
CAREMARK PLAN 1021,1,1
CAREMARK PLAN 1022,1,1
CAREMARK PLAN 1023,1,1
CAREMARK PLAN 1024,1,1
CAREMARK PLAN 1025,1,1
CAREMARK PLAN 1026,1,1
CAREMARK PLAN 1027,1,1
CAREMARK PLAN 1028,1,1
CAREMARK PLAN 1029,1,1
CAREMARK PLAN 1030,1,1
CAREMARK PLAN 1031,1,1
CAREMARK PLAN 1032,1,1
CAREMARK PLAN 1033,1,1
CAREMARK PLAN 1034,1,1
CAREMARK PLAN 1035,1,1
CAREMARK PLAN 1036,1,1
CAREMARK PLAN 1037,1,1
CAREMARK PLAN 1038,1,1
CAREMARK PLAN 1039,1,1
CAREMARK PLAN 1040,1,1
CAREMARK PLAN 1041,1,1
CAREMARK PLAN 1042,1,1
CAREMARK PLAN 1043,1,1
CAREMARK PLAN 1044,1,1
CAREMARK PLAN 1045,1,1
CAREMARK PLAN 1046,1,1
CAREMARK PLAN 1047,1,1
CAREMARK PLAN 1048,1,1
CAREMARK PLAN 1049,1,1
CAREMARK PLAN 1050,1,1
CAREMARK PLAN 1051,1,1
CAREMARK PLAN 1052,1,1
CAREMARK PLAN 1053,1,1
CAREMARK PLAN 1054,1,1
CAREMARK PLAN 1055,1,1
CAREMARK PLAN 1056,1,1
CAREMARK PLAN 1057,1,1
CAREMARK PLAN 1058,1,1
CAREMARK PLAN 1059,1,1
CAREMARK PLAN 1060,1,1
CAREMARK PLAN 1061,1,1
CAREMARK PLAN 1062,1,1
CAREMARK PLAN 1063,1,1
CAREMARK PLAN 1064,1,1
CAREMARK PLAN 1065,1,1
CAREMARK PLAN 1066,1,1
CAREMARK PLAN 1067,1,1
CAREMARK PLAN 1068,1,1
CAREMARK PLAN 1069,1,1
CAREMARK PLAN 1070,1,1
CAREMARK PLAN 1071,1,1
CAREMARK PLAN 1072,1,1
CAREMARK PLAN 1073,1,1
CAREMARK PLAN 1074,1,1
CAREMARK PLAN 1075,1,1
CAREMARK PLAN 1076,1,1
CAREMARK PLAN 1077,1,1
CAREMARK PLAN 1078,1,1
CAREMARK PLAN 1079,1,1
CAREMARK PLAN 1080,1,1
CAREMARK PLAN 1081,1,1
CAREMARK PLAN 1082,1,1
CAREMARK PLAN 1083,1,1
CAREMARK PLAN 1084,1,1
CAREMARK PLAN 1086,1,1
CAREMARK PLAN 1087,1,1
CAREMARK PLAN 1088,1,1
CAREMARK PLAN 1089,1,1
CAREMARK PLAN 1090,1,1
CAREMARK PLAN 1091,1,1
CAREMARK PLAN 1092,1,1
CAREMARK PLAN 1093,1,1
CAREMARK PLAN 1094,1,1
CAREMARK PLAN 1095,1,1
CAREMARK PLAN 1096,1,1
CAREMARK PLAN 1097,1,1
CAREMARK PLAN 1098,1,1
CAREMARK PLAN 1099,1,1
CAREMARK PLAN 1100,1,1
CAREMARK PLAN 1101,1,1
CAREMARK PLAN 1102,1,1
CAREMARK PLAN 1103,1,1
CAREMARK PLAN 1104,1,1
CAREMARK PLAN 1105,1,1
CAREMARK PLAN 1106,1,1
CAREMARK PLAN 1107,1,1
CAREMARK PLAN 1108,1,1
CAREMARK PLAN 1109,1,1
CAREMARK PLAN 1110,1,1
CAREMARK PLAN 1111,1,1
CAREMARK PLAN 1112,1,1
CAREMARK PLAN 1113,1,1
CAREMARK PLAN 1114,1,1
CAREMARK PLAN 1115,1,1
CAREMARK PLAN 1116,1,1
CAREMARK PLAN 1117,1,1
CAREMARK PLAN 1118,1,1
CAREMARK PLAN 1119,1,1
CAREMARK PLAN 1120,1,1
CAREMARK PLAN 1121,1,1
CAREMARK PLAN 1122,1,1
CAREMARK PLAN 1123,1,1
CAREMARK PLAN 1124,1,1
CAREMARK PLAN 1125,1,1
CAREMARK PLAN 1126,1,1
CAREMARK PLAN 1127,1,1
CAREMARK PLAN 1128,1,1
CAREMARK PLAN 1129,1,1
CAREMARK PLAN 1130,1,1
CAREMARK PLAN 1131,1,1
CAREMARK PLAN 1132,1,1
CAREMARK PLAN 1133,1,1
CAREMARK PLAN 1135,1,1
CAREMARK PLAN 1136,1,1
CAREMARK PLAN 1137,1,1
CAREMARK PLAN 1138,1,1
CAREMARK PLAN 1139,1,1
CAREMARK PLAN 1140,1,1
CAREMARK PLAN 1141,1,1
CAREMARK PLAN 1142,1,1
CAREMARK PLAN 1143,1,1
CAREMARK PLAN 1144,1,1
CAREMARK PLAN 1146,1,1
CAREMARK PLAN 1147,1,1
CAREMARK PLAN 1148,1,1
CAREMARK PLAN 1149,1,1
CAREMARK PLAN 1150,1,1
CAREMARK PLAN 1151,1,1
CAREMARK PLAN 1152,1,1
CAREMARK PLAN 1153,1,1
CAREMARK PLAN 1154,1,1
CAREMARK PLAN 1155,1,1
CAREMARK PLAN 1156,1,1
CAREMARK PLAN 1157,1,1
CAREMARK PLAN 1158,1,1
CAREMARK PLAN 1161,1,1
CAREMARK PLAN 1162,1,1
CAREMARK PLAN 1163,1,1
CAREMARK PLAN 1164,1,1
CAREMARK PLAN 1165,1,1
CAREMARK PLAN 1166,1,1
CAREMARK PLAN 1167,1,1
CAREMARK PLAN 1168,1,1
CAREMARK PLAN 1169,1,1
CAREMARK PLAN 1170,1,1
CAREMARK PLAN 1171,1,1
CAREMARK PLAN 1172,1,1
CAREMARK PLAN 1173,1,1
CAREMARK PLAN 1174,1,1
CAREMARK PLAN 1175,1,1
CAREMARK PLAN 1177,1,1
CAREMARK PLAN 1178,1,1
CAREMARK PLAN 1179,1,1
CAREMARK PLAN 1180,1,1
CAREMARK PLAN 1181,1,1
CAREMARK PLAN 1182,1,1
CAREMARK PLAN 1183,1,1
CAREMARK PLAN 1184,1,1
CAREMARK PLAN 1185,1,1
CAREMARK PLAN 1186,1,1
CAREMARK PLAN 1187,1,1
CAREMARK PLAN 1188,1,1
CAREMARK PLAN 1189,1,1
CAREMARK PLAN 1190,1,1
CAREMARK PLAN 1191,1,1
